"id"@;@"region_soato"@;@"region_cad"@;@"region_name_uz"@;@"district_soato"@;@"district_cad"@;@"district_name_uz"@;@"area"@;@"region_name_oz"@;@"region_name_ru"@;@"region_name_qq"@;@"district_name_oz"@;@"district_name_ru"@;@"district_name_qq"@;@"district_title_oz"@;@"district_title_uz"@;@"district_title_ru"@;@"district_title_qq"
189@;@1 735@;@"0"@;@Qoraqalpogiston Respublikasi@;@1 735 207@;@"23:02:00"@;@Beruniy tumani@;@3 944,45044@;@Қорақалпогистон Республикаси@;@Республика Каракалпакстан@;@Qaraqalpaqstan Respublikası @;@Беруний тумани@;@Берунийский район@;@Beruniy rayonı @;@@;@@;@@;@
190@;@1 735@;@"0"@;@Qoraqalpogiston Respublikasi@;@1 735 209@;@"23:03:00"@;@Bo'zatov tumani@;@1 966,12988@;@Қорақалпогистон Республикаси@;@Республика Каракалпакстан@;@Qaraqalpaqstan Respublikası @;@Бўзатов тумани@;@Бузатовский район@;@Bozatov rayonı @;@@;@@;@@;@
192@;@1 735@;@"0"@;@Qoraqalpogiston Respublikasi@;@1 735 222@;@"23:05:00"@;@Mo'ynoq tumani@;@37 706,2617@;@Қорақалпогистон Республикаси@;@Республика Каракалпакстан@;@Qaraqalpaqstan Respublikası @;@Мўйноқ тумани@;@Муйнакский район@;@Moynaq rayonı @;@@;@@;@@;@
193@;@1 735@;@"0"@;@Qoraqalpogiston Respublikasi@;@1 735 225@;@"23:06:00"@;@Nukus tumani@;@951,234558@;@Қорақалпогистон Республикаси@;@Республика Каракалпакстан@;@Qaraqalpaqstan Respublikası @;@Нукус тумани@;@Нукусский район@;@Nókis rayonı @;@@;@@;@@;@
194@;@1 735@;@"0"@;@Qoraqalpogiston Respublikasi@;@1 735 230@;@"23:07:00"@;@Taxtako'pir tumani@;@21 071,8945@;@Қорақалпогистон Республикаси@;@Республика Каракалпакстан@;@Qaraqalpaqstan Respublikası @;@Тахтакўпир тумани@;@Тахтакопирский район@;@Taxtakópir rayonı @;@@;@@;@@;@
79@;@1 730@;@"0"@;@Fargona viloyati@;@1 730 242@;@"15:05:00"@;@Yozyovon tumani@;@405,519897@;@Фаргона вилояти@;@Ферганская область@;@Fargona wálayatı @;@Ёзёвон тумани@;@Йозевонский район@;@Jazevon rayonı @;@Ёзёвон т.@;@Yozyovon t.@;@@;@
57@;@1 708@;@"0"@;@Jizzax viloyati@;@1 708 237@;@"13:12:00"@;@Yangiobod tumani@;@732,431763@;@Жиззах вилояти@;@Джизакская область@;@Jizzaq wálayatı @;@Янгиобод тумани@;@Янгиабадский район@;@Jańaobod rayonı @;@@;@@;@@;@
35@;@1 724@;@"0"@;@Sirdaryo viloyati@;@1 724 212@;@"12:01:00"@;@Boyovut tumani@;@522,599487@;@Сирдарё вилояти@;@Сырдарьинская область@;@Sirdaryo wálayatı @;@Боёвут тумани@;@Бойовутский район@;@Boyovut rayonı @;@@;@@;@@;@
36@;@1 724@;@"0"@;@Sirdaryo viloyati@;@1 724 220@;@"12:02:00"@;@Guliston tumani@;@347,183563@;@Сирдарё вилояти@;@Сырдарьинская область@;@Sirdaryo wálayatı @;@Гулистон тумани@;@Гулистанский район@;@Gúlistan rayonı @;@@;@@;@@;@
43@;@1 724@;@"0"@;@Sirdaryo viloyati@;@1 724 410@;@"12:09:00"@;@Shirin@;@18,9627991@;@Сирдарё вилояти@;@Сырдарьинская область@;@Sirdaryo wálayatı @;@Ширин@;@Ширин@;@Shıyrın @;@@;@@;@@;@
44@;@1 724@;@"0"@;@Sirdaryo viloyati@;@1 724 401@;@"12:10:00"@;@Guliston@;@40,8120689@;@Сирдарё вилояти@;@Сырдарьинская область@;@Sirdaryo wálayatı @;@Гулистон@;@Гулистан@;@Gúlistan @;@@;@@;@@;@
172@;@1 712@;@"0"@;@Navoiy viloyati@;@1 712 408@;@"21:10:00"@;@Zarafshon@;@25,7258472@;@Навоий вилояти@;@Навоийская область@;@Navaiy wálayatı @;@Зарафшон@;@Зарафшан@;@Zarafshon@;@@;@@;@@;@
173@;@1 712@;@"0"@;@Navoiy viloyati@;@1 712 248@;@"21:11:00"@;@Uchquduq tumani@;@46 543,1914@;@Навоий вилояти@;@Навоийская область@;@Navaiy wálayatı @;@Учқудуқ тумани@;@Учкудукский район@;@Uchquduq rayonı @;@@;@@;@@;@
102@;@1 714@;@"0"@;@Namangan viloyati@;@1 714 236@;@"16:09:00"@;@Chortoq tumani@;@400,217804@;@Наманган вилояти@;@Наманганская область@;@Namangan wálayatı @;@Чортоқ тумани@;@Чартакский район@;@Saray rayonı @;@@;@@;@@;@
103@;@1 714@;@"0"@;@Namangan viloyati@;@1 714 237@;@"16:10:00"@;@Chust tumani@;@917,132935@;@Наманган вилояти@;@Наманганская область@;@Namangan wálayatı @;@Чуст тумани@;@Чустский район@;@Chust rayonı @;@@;@@;@@;@
129@;@1 710@;@"0"@;@Qashqadaryo viloyati@;@1 710 245@;@"18:10:00"@;@Shahrisabz tumani@;@1 617,12585@;@Қашқадарё вилояти@;@Кашкадарьинская область@;@Qashqadárya wálayatı @;@Шаҳрисабз тумани@;@Шахрисабзский район@;@Qalasısabz rayonı @;@@;@@;@@;@
130@;@1 710@;@"0"@;@Qashqadaryo viloyati@;@1 710 250@;@"18:11:00"@;@Yakkabog' tumani@;@1 111,48621@;@Қашқадарё вилояти@;@Кашкадарьинская область@;@Qashqadárya wálayatı @;@Яккабоғ тумани@;@Яккабагский район@;@Yakkaboǵ rayonı @;@@;@@;@@;@
131@;@1 710@;@"0"@;@Qashqadaryo viloyati@;@1 710 220@;@"18:12:00"@;@Qamashi tumani@;@2 632,43481@;@Қашқадарё вилояти@;@Кашкадарьинская область@;@Qashqadárya wálayatı @;@Қамаши тумани@;@Район Камаши@;@Qamashi rayonı @;@@;@@;@@;@
132@;@1 710@;@"0"@;@Qashqadaryo viloyati@;@1 710 224@;@"18:13:00"@;@Qarshi tumani@;@906,102966@;@Қашқадарё вилояти@;@Кашкадарьинская область@;@Qashqadárya wálayatı @;@Қарши тумани@;@Каршинский район@;@Qarsı rayonı @;@@;@@;@@;@
133@;@1 710@;@"0"@;@Qashqadaryo viloyati@;@1 710 207@;@"18:14:00"@;@G'uzor tumani@;@2 652,94531@;@Қашқадарё вилояти@;@Кашкадарьинская область@;@Qashqadárya wálayatı @;@Ғузор тумани@;@Гузарский район@;@G'uzor rayonı @;@@;@@;@@;@
134@;@1 710@;@"0"@;@Qashqadaryo viloyati@;@1 710 401@;@"18:15:00"@;@Qarshi@;@89,5370483@;@Қашқадарё вилояти@;@Кашкадарьинская область@;@Qashqadárya wálayatı @;@Қарши@;@Карши@;@Qarsı @;@@;@@;@@;@
164@;@1 712@;@"0"@;@Navoiy viloyati@;@1 712 211@;@"21:01:00"@;@Konimex tumani@;@16 084,9619@;@Навоий вилояти@;@Навоийская область@;@Navaiy wálayatı @;@Конимех тумани@;@район Конимех@;@Konimex rayonı @;@@;@@;@@;@
195@;@1 735@;@"0"@;@Qoraqalpogiston Respublikasi@;@1 735 233@;@"23:08:00"@;@To'rtko'l tumani@;@7 380,53271@;@Қорақалпогистон Республикаси@;@Республика Каракалпакстан@;@Qaraqalpaqstan Respublikası @;@Тўрткўл тумани@;@Турткульский район@;@Turtkul rayonı @;@@;@@;@@;@
196@;@1 735@;@"0"@;@Qoraqalpogiston Respublikasi@;@1 735 236@;@"23:09:00"@;@Xo'jayli tumani@;@534,604248@;@Қорақалпогистон Республикаси@;@Республика Каракалпакстан@;@Qaraqalpaqstan Respublikası @;@Хўжайли тумани@;@Ходжалинский район@;@Xójeyli rayonı @;@@;@@;@@;@
197@;@1 735@;@"0"@;@Qoraqalpogiston Respublikasi@;@1 735 240@;@"23:10:00"@;@Chimboy tumani@;@1 405,61597@;@Қорақалпогистон Республикаси@;@Республика Каракалпакстан@;@Qaraqalpaqstan Respublikası @;@Чимбой тумани@;@Чимбайский район@;@Shımbay rayonı @;@@;@@;@@;@
198@;@1 735@;@"0"@;@Qoraqalpogiston Respublikasi@;@1 735 243@;@"23:11:00"@;@Shumanay tumani@;@805,888245@;@Қорақалпогистон Республикаси@;@Республика Каракалпакстан@;@Qaraqalpaqstan Respublikası @;@Шуманай тумани@;@Шуманайский район@;@Shumanay rayonı @;@@;@@;@@;@
89@;@1 730@;@"0"@;@Fargona viloyati@;@1 730 230@;@"15:15:00"@;@O'zbekiston tumani@;@695,397888@;@Фаргона вилояти@;@Ферганская область@;@Fargona wálayatı @;@Ўзбекистон тумани@;@Узбекистанский район@;@O ' zbekiston rayonı @;@Ўзбекистон т.@;@O'zbekiston t.@;@@;@
90@;@1 730@;@"0"@;@Fargona viloyati@;@1 730 405@;@"15:16:00"@;@Qo'qon@;@34,3978767@;@Фаргона вилояти@;@Ферганская область@;@Fargona wálayatı @;@Қўқон@;@Кокан@;@Kokan@;@Қўқон@;@Qo'qon@;@@;@
91@;@1 730@;@"0"@;@Fargona viloyati@;@1 730 408@;@"15:18:00"@;@Quvasoy shahar@;@263,664001@;@Фаргона вилояти@;@Ферганская область@;@Fargona wálayatı @;@Қувасой шаҳар@;@Город Кувасай@;@Quvasoy qalası @;@Қувасой@;@Quvasoy@;@@;@
92@;@1 730@;@"0"@;@Fargona viloyati@;@1 730 412@;@"15:19:00"@;@Marg'ilon@;@36,5204582@;@Фаргона вилояти@;@Ферганская область@;@Fargona wálayatı @;@Марғилон@;@Маргилон@;@Margilon@;@Марғилон@;@Marg'ilon@;@@;@
81@;@1 730@;@"0"@;@Fargona viloyati@;@1 730 203@;@"15:07:00"@;@Oltiariq tumani@;@626,76593@;@Фаргона вилояти@;@Ферганская область@;@Fargona wálayatı @;@Олтиариқ тумани@;@олтинарыкский район@;@Altınark rayonı @;@Олтиариқ т.@;@Oltiariq t.@;@@;@
204@;@1 735@;@"0"@;@Qoraqalpogiston Respublikasi@;@1 735 228@;@"23:18:00"@;@Taxiatosh tumani@;@188,6315@;@Қорақалпогистон Республикаси@;@Республика Каракалпакстан@;@Qaraqalpaqstan Respublikası @;@Тахиатош тумани@;@Тахиатошский район@;@Taxiatosh rayonı @;@@;@@;@@;@
40@;@1 724@;@"0"@;@Sirdaryo viloyati@;@1 724 216@;@"12:06:00"@;@Sayxunobod tumani@;@450,925232@;@Сирдарё вилояти@;@Сырдарьинская область@;@Sirdaryo wálayatı @;@Сайхунобод тумани@;@Сайхунабадский район@;@Sayxunobod rayonı @;@@;@@;@@;@
41@;@1 724@;@"0"@;@Sirdaryo viloyati@;@1 724 231@;@"12:07:00"@;@Sirdaryo tumani@;@529,635925@;@Сирдарё вилояти@;@Сырдарьинская область@;@Sirdaryo wálayatı @;@Сирдарё тумани@;@Сырдарьинский район@;@Sirdaryo rayonı @;@@;@@;@@;@
42@;@1 724@;@"0"@;@Sirdaryo viloyati@;@1 724 235@;@"12:08:00"@;@Xovos tumani@;@571,717407@;@Сирдарё вилояти@;@Сырдарьинская область@;@Sirdaryo wálayatı @;@Ховос тумани@;@Ховосский район@;@Xovos rayonı @;@@;@@;@@;@
86@;@1 730@;@"0"@;@Fargona viloyati@;@1 730 221@;@"15:12:00"@;@Uchko'prik tumani@;@275,873657@;@Фаргона вилояти@;@Ферганская область@;@Fargona wálayatı @;@Учкўприк тумани@;@Учкоприкский район@;@Uchko ' prik rayonı @;@Учкўприк т.@;@Uchko'prik t.@;@@;@
84@;@1 730@;@"0"@;@Fargona viloyati@;@1 730 226@;@"15:10:00"@;@So'x tumani@;@224,674515@;@Фаргона вилояти@;@Ферганская область@;@Fargona wálayatı @;@Сўх тумани@;@Район Сох@;@So ' x rayonı @;@Сўх т.@;@So'x t.@;@@;@
75@;@1 730@;@"0"@;@Fargona viloyati@;@1 730 209@;@"15:01:00"@;@Bog'dod tumani@;@333,905212@;@Фаргона вилояти@;@Ферганская область@;@Fargona wálayatı @;@Боғдод тумани@;@Багдадский район@;@Bag'dod rayonı @;@Боғдод т.@;@Bog'dod t.@;@@;@
76@;@1 730@;@"0"@;@Fargona viloyati@;@1 730 215@;@"15:02:00"@;@Beshariq tumani@;@751,835632@;@Фаргона вилояти@;@Ферганская область@;@Fargona wálayatı @;@Бешариқ тумани@;@Бешарикский район@;@Beshariq rayonı @;@Бешариқ т.@;@Beshariq t.@;@@;@
83@;@1 730@;@"0"@;@Fargona viloyati@;@1 730 224@;@"15:09:00"@;@Rishton tumani@;@309,025665@;@Фаргона вилояти@;@Ферганская область@;@Fargona wálayatı @;@Риштон тумани@;@Район Риштон@;@Rishton rayonı @;@Риштон т.@;@Rishton t.@;@@;@
93@;@1 730@;@"0"@;@Fargona viloyati@;@1 730 401@;@"15:20:00"@;@Farg'ona@;@99,7214279@;@Фаргона вилояти@;@Ферганская область@;@Fargona wálayatı @;@Фарғона@;@Фергана@;@Ferǵana qalası @;@Фарғона@;@Farg'ona@;@@;@
80@;@1 730@;@"0"@;@Fargona viloyati@;@1 730 218@;@"15:06:00"@;@Quva tumani@;@436,91684@;@Фаргона вилояти@;@Ферганская область@;@Fargona wálayatı @;@Қува тумани@;@Район Кува@;@Quva rayonı @;@Қува т.@;@Quva tumani@;@@;@
88@;@1 730@;@"0"@;@Fargona viloyati@;@1 730 238@;@"15:14:00"@;@Furqat tumani@;@300,072784@;@Фаргона вилояти@;@Ферганская область@;@Fargona wálayatı @;@Фурқат тумани@;@Район Фуркат@;@Ayralıq rayonı @;@Фурқат т.@;@Furqat t.@;@@;@
